gene,module_size_r0.757,rho_r0.757,pvalue_r0.757,bonferroni_r0.757,fdr_r0.757,module_size_r0.8077,rho_r0.8077,pvalue_r0.8077,bonferroni_r0.8077,fdr_r0.8077,module_size_r0.8839,rho_r0.8839,pvalue_r0.8839,bonferroni_r0.8839,fdr_r0.8839
Vitvi05g01893,35.0,0.595521682767366,0.0001273136929999,1.0,0.0002800769212094,7.0,0.581171762700682,0.0002017310835181,1.0,0.0003909811945297,,,,,
Vitvi05g01895,6.0,0.246705210450572,0.146913319045593,1.0,0.154813650285874,,,,,,,,,,
Vitvi05g01896,,,,,,,,,,,,,,,
Vitvi05g01900,1691.0,-0.799220404782011,5.08651971641992e-09,4.3159119793823e-05,4.97224882417316e-08,948.0,-0.792238281269064,8.582121736942061e-09,6.264090655794011e-05,6.95237586658603e-08,165.0,-0.786187107557843,1.3293556961046e-08,5.65242041983678e-05,7.41787456671493e-08
Vitvi05g01911,3.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,,,,,,,,,,
Vitvi05g01916,5.0,0.617046562867391,6.11763032283901e-05,0.51908093289289,0.0001497204882875,,,,,,,,,,
Vitvi05g01922,660.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,283.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,24.0,0.478898349698169,0.0031284988550884,1.0,0.0039286406177897
Vitvi05g01923,136.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,43.0,-0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g01924,93.0,-0.854242196177249,3.4485174125584494e-11,2.92606702455584e-07,8.97566571949658e-10,24.0,-0.854242196177249,3.4485174125584494e-11,2.5170728594264123e-07,7.65067738427492e-10,,,,,
Vitvi05g01927,16.0,0.126592058830255,0.461904702445306,1.0,0.468586967987616,,,,,,,,,,
Vitvi05g01928,86.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,31.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,4.0,0.478898349698169,0.0031284988550884,1.0,0.0039286406177897
Vitvi05g01930,783.0,0.595521682767366,0.0001273136929999,1.0,0.0002800769212094,370.0,0.581171762700682,0.0002017310835181,1.0,0.0003909811945297,47.0,-0.588346722734024,0.0001606937694508,0.683269907704912,0.0002677389920473
Vitvi05g01931,78.0,0.609132556216191,8.05930710257105e-05,0.683832207653154,0.0001884873780741,38.0,-0.609132556216191,8.05930710257105e-05,0.588248825416661,0.0001743476068217,,,,,
Vitvi05g01933,32.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,16.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g01940,75.0,-0.581171762700682,0.0002017310835181,1.0,0.0004225347429404,11.0,-0.588346722734024,0.0001606937694508,1.0,0.0003198537832619,,,,,
Vitvi05g01941,11.0,-0.669331866868109,8.06194923971235e-06,0.0684056392989593,2.65035409914604e-05,,,,,,,,,,
Vitvi05g01942,,,,,,,,,,,,,,,
Vitvi05g01944,14.0,-0.333777637668421,0.0466511603903606,1.0,0.0517973169212523,3.0,-0.304753495262471,0.0707229426338605,1.0,0.0761703937265084,,,,,
Vitvi05g01945,3.0,0.588346722734024,0.0001606937694508,1.0,0.0003444887907504,,,,,,,,,,
Vitvi05g01947,100.0,0.724071956759764,5.99562518249329e-07,0.0050872879673455,2.66489678750422e-06,23.0,0.740343236686949,2.45302599601654e-07,0.0017904636744924727,1.09441544895628e-06,4.0,0.756614516614135,9.37637791162503e-08,0.0003986835888022,4.2144142579524e-07
Vitvi05g01948,296.0,0.825770053886784,5.68006945783812e-10,4.81953893497565e-06,1.01893000739443e-08,84.0,0.845199937507649,8.91644859627693e-11,6.508115830422531e-07,1.8179094498387e-09,10.0,0.835484995697217,2.3187184169246501e-10,9.85919070876361e-07,2.9342829490367904e-09
Vitvi05g01949,55.0,-0.624221522900733,4.73386834040076e-05,0.401668728683004,0.000119473149519,17.0,0.609871602834049,7.8569440725387e-05,0.5734783478545997,0.000171648712318,,,,,
Vitvi05g01950,435.0,0.675258116978206,6.24692427389044e-06,0.0530051524639604,2.1000456602203e-05,148.0,0.680681876953935,4.92121579230629e-06,0.03591995406804361,1.51789514666556e-05,13.0,0.745766996662678,1.79450154533175e-07,0.000763022057075,6.13326212111968e-07
Vitvi05g01951,14.0,0.401500636615636,0.0152203400780549,1.0,0.0184465912815734,6.0,0.401500636615636,0.0152203400780549,1.0,0.0181022099119639,,,,,
Vitvi05g01958,,,,,,,,,,,,,,,
Vitvi05g01991,106.0,0.449223554371097,0.0059883680297958,1.0,0.0079679006951258,45.0,-0.588268940247865,0.0001610950841478,1.0,0.0003203904684456,,,,,
Vitvi05g01998,77.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,20.0,-0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,3.0,-0.478898349698169,0.0031284988550884,1.0,0.0039286406177897
Vitvi05g02001,58.0,-0.57399680266734,0.000251925466762,1.0,0.0005171999964859,13.0,0.57399680266734,0.000251925466762,1.0,0.0004784813900329,,,,,
Vitvi05g02017,63.0,0.725080937373453,5.68276823621721e-07,0.0048218288484303,2.53513609276041e-06,19.0,-0.70978387118414,1.25011243477313e-06,0.009124570661409077,4.55545215247581e-06,3.0,-0.656754041727854,1.36007319541484e-05,0.0578303122690389,2.99173886544435e-05
Vitvi05g02018,14.0,-0.595521682767366,0.0001273136929999,1.0,0.0002800769212094,3.0,-0.566821842633998,0.0003130174712118,1.0,0.0005837287997892,,,,,
Vitvi05g02019,325.0,-0.751276489993108,1.29581405736025e-07,0.0010994982276701,7.4855469108464e-07,86.0,-0.757327663704329,8.97416714002338e-08,0.0006550244595503065,5.71922772093604e-07,6.0,-0.764775262118139,5.62609687126693e-08,0.0002392216389662,2.70306936685051e-07
Vitvi05g02028,,,,,,,,,,,,,,,
Vitvi05g02048,1028.0,-0.750289519408583,1.37448227308175e-07,0.0011662482087098,7.4855469108464e-07,361.0,-0.750289519408583,1.37448227308175e-07,0.0010032346111223693,6.62638448561673e-07,,,,,
Vitvi05g02074,192.0,0.832547156274335,3.05854429370815e-10,2.59517483321136e-06,6.504197576970951e-09,66.0,0.837970916250063,1.82656115104778e-10,1.3332069841497746e-06,3.42726731143902e-09,,,,,
Vitvi05g02082,133.0,0.750289519408583,1.37448227308174e-07,0.0011662482087098,7.4855469108464e-07,43.0,-0.750289519408583,1.37448227308175e-07,0.0010032346111223693,6.62638448561673e-07,3.0,0.750289519408583,1.37448227308174e-07,0.0005844298625143,4.85406862553457e-07
Vitvi05g02085,34.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,11.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g02088,16.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,5.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g02090,,,,,,,,,,,,,,,
Vitvi05g02096,45.0,-0.739503368876382,2.57293013341499e-07,0.0021831312182026,1.29332418139966e-06,12.0,0.768376752160017,4.46150414256258e-08,0.0003256451873656427,3.10138273681564e-07,,,,,
Vitvi05g02097,10.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,3.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g02103,3.0,0.459548921427535,0.0048081493857987,1.0,0.0065738233223496,,,,,,,,,,
Vitvi05g02111,1765.0,-0.653694628489991,1.53897926465501e-05,0.130582390605977,4.81676099616295e-05,1054.0,-0.66338277040989,1.03558743596087e-05,0.07558752695078391,2.99831523009852e-05,170.0,-0.667461988060373,8.72733258323926e-06,0.0371086181439333,1.97596475739794e-05
Vitvi05g02116,168.0,0.714710298520184,9.75165171487908e-07,0.0082742764800749,4.09414966851801e-06,60.0,-0.720382602476694,7.27925607343032e-07,0.0053131290079967905,2.82462998830239e-06,4.0,0.748744122259241,1.50654856102604e-07,0.0006405844481482,5.27664290072713e-07
Vitvi05g02120,1454.0,-0.589483118918895,0.0001549320618943,1.0,0.0003354423437543,798.0,-0.569833681621598,0.0002859232384247,1.0,0.0005375975572544,54.0,0.550184244324302,0.0005083034963494,1.0,0.0007696960350705
Vitvi05g02121,317.0,0.737939074644656,2.81075640112032e-07,0.0023849268063505,1.37777400713494e-06,101.0,0.737939074644656,2.81075640112032e-07,0.0020515710971777215,1.22408776681248e-06,6.0,0.750289519408583,1.37448227308174e-07,0.0005844298625143,4.85406862553457e-07
Vitvi05g02122,1277.0,-0.72713243547622,5.0924175338261e-07,0.0043209162774514,2.34577430914845e-06,566.0,-0.685449684397965,3.97377629357963e-06,0.02900459316683772,1.25942653785661e-05,56.0,0.629872682960292,3.85068331027772e-05,0.163731054353008,7.38525278994174e-05
Vitvi05g02124,,,,,,,,,,,,,,,
Vitvi05g02138,2363.0,-0.645746403000758,2.10820008752169e-05,0.178880777426215,5.91341412979231e-05,1650.0,-0.645746403000758,2.10820008752169e-05,0.15387752438820815,5.3973175863981e-05,591.0,-0.645746403000758,2.10820008752169e-05,0.0896406677214222,4.30964748660689e-05
Vitvi05g02146,178.0,0.504835052129336,0.0016893291493826,1.0,0.0029324790983044,95.0,0.425422796738205,0.0096914042545046,1.0,0.0120691963237723,14.0,0.527524267955374,0.0009458479951676,1.0,0.0013773101628263
Vitvi05g02148,3.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,,,,,,,,,,
Vitvi05g02157,7.0,-0.246705210450572,0.146913319045593,1.0,0.154813650285874,,,,,,,,,,
Vitvi05g02168,106.0,-0.603724212271567,9.68917985301288e-05,0.822126910528142,0.0002245634827992,24.0,-0.609843038747293,7.8646794333721e-05,0.5740429518418295,0.0001717662931902,,,,,
Vitvi05g02170,124.0,-0.816811769737353,1.23759826433008e-09,1.05010212728408e-05,1.50229202758809e-08,54.0,0.816811769737353,1.23759826433005e-09,9.033229731345036e-06,1.2978778349634e-08,16.0,0.811139465780844,1.9834583702964103e-09,8.43366499050032e-06,1.4079574274625e-08
Vitvi05g02178,34.0,-0.440199493156902,0.0072159803008479,1.0,0.0094603820847798,7.0,0.440199493156902,0.0072159803008479,1.0,0.0091567177009543,,,,,
Vitvi05g02184,77.0,-0.609871602834049,7.8569440725387e-05,0.666661704554908,0.0001861143787143,14.0,-0.57399680266734,0.000251925466762,1.0,0.0004784813900329,,,,,
Vitvi05g02185,70.0,-0.382151208345003,0.0214447164072558,1.0,0.025139322839951,21.0,-0.353127065939054,0.0346365270501543,1.0,0.0387095407960613,,,,,
Vitvi05g02187,94.0,-0.550184244324302,0.0005083034963494,1.0,0.0009696392011073,15.0,-0.517435182162141,0.0012302046362563,1.0,0.0020384253439353,,,,,
Vitvi05g02190,44.0,-0.533196571911883,0.0008129681362814,1.0,0.0014946987294362,10.0,0.612608827303015,7.14674504849691e-05,0.5216409210897894,0.0001588915385591,,,,,
Vitvi05g02195,29.0,-0.69471251797091,2.59273082141354e-06,0.0219993210196939,9.54417397817527e-06,9.0,-0.707062962734838,1.43083923232176e-06,0.010443695556716526,5.11194104587203e-06,3.0,-0.713238185116801,1.05085825073373e-06,0.0044682492821198,2.88847560159252e-06
Vitvi05g02197,38.0,0.817935544363271,1.1250291838860402e-09,9.54587262527309e-06,1.50229202758809e-08,15.0,-0.829140140861398,4.1891782533011e-10,3.057681207084473e-06,6.82203434038662e-09,,,,,
Vitvi05g02201,1663.0,-0.896224025128485,1.49779128509718e-13,1.27087590540496e-09,6.040873300119269e-11,993.0,-0.896224025128485,1.49779128509718e-13,1.0932378589924316e-09,5.71615411188294e-11,232.0,-0.888660953186472,4.66378786078871e-13,1.9830425984073603e-09,8.265071912252269e-11
Vitvi05g02203,4.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,,,,,,,,,,
Vitvi05g02208,3.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,,,,,,,,,,
Vitvi05g02215,60.0,0.632491707491695,3.49441239785762e-05,0.296500891958219,9.27434757454547e-05,20.0,-0.676461719242455,5.92737762358334e-06,0.0432639292745348,1.80642710958392e-05,,,,,
Vitvi05g02217,,,,,,,,,,,,,,,
Vitvi05g02219,434.0,-0.645746403000758,2.10820008752169e-05,0.178880777426215,5.91341412979231e-05,133.0,-0.645746403000758,2.10820008752169e-05,0.15387752438820815,5.3973175863981e-05,7.0,-0.645746403000758,2.10820008752169e-05,0.0896406677214222,4.30964748660689e-05
Vitvi05g02221,101.0,0.641747934815853,2.46154066268745e-05,0.20886172522903,6.82777787607159e-05,18.0,0.540137845136676,0.0006730326859418,1.0,0.0011715873061506,,,,,
Vitvi05g02222,39.0,0.564108339078779,0.0003393679249107,1.0,0.0006786558668083,13.0,-0.473609675055445,0.0035270698279627,1.0,0.0047927483796696,5.0,-0.500328328243286,0.0018867755080635,1.0,0.0026582403778283
Vitvi05g02223,70.0,-0.534789945679877,0.0007787483526537,1.0,0.0014364521244058,29.0,-0.534789945679877,0.0007787483526537,1.0,0.0013346053594786,5.0,-0.438527755457499,0.0074656097913386,1.0,0.0088149396528471
Vitvi05g02224,,,,,,,,,,,,,,,
Vitvi05g02228,86.0,-0.718905693972024,7.86041300112857e-07,0.0066695604314575,3.37870335940106e-06,43.0,0.687552927220172,3.61148371107296e-06,0.026360219607121534,1.15412520171285e-05,7.0,-0.650901101298994,1.72075570940159e-05,0.0731665327637556,3.73298636549773e-05
Vitvi05g02232,99.0,-0.546507180803783,0.0005638819094594,1.0,0.001071565061985,33.0,-0.588189931882038,0.0001615036446785,1.0,0.0003209406758804,3.0,-0.449247428287855,0.0059853751529952,1.0,0.0071448105419808
Vitvi05g02233,46.0,0.437672562033847,0.0075961435666671,1.0,0.0099235224269701,15.0,0.459197442133872,0.0048447434095193,1.0,0.0063588890750012,,,,,
Vitvi05g02234,196.0,0.750289519408583,1.37448227308174e-07,0.0011662482087098,7.4855469108464e-07,105.0,0.750289519408583,1.37448227308174e-07,0.001003234611122362,6.62638448561673e-07,27.0,0.750289519408583,1.37448227308174e-07,0.0005844298625143,4.85406862553457e-07
Vitvi05g02235,26.0,-0.430524779021586,0.0087656197648768,1.0,0.0112598527791624,8.0,-0.382151208345003,0.0214447164072558,1.0,0.0247431212545938,,,,,
Vitvi05g02237,,,,,,,,,,,,,,,
Vitvi05g02244,,,,,,,,,,,,,,,
Vitvi05g02249,15.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,5.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g02251,6.0,-0.205739906181508,0.228665357374352,1.0,0.236988586456746,,,,,,,,,,
Vitvi05g02253,43.0,-0.47647353234679,0.0033060903228988,1.0,0.0046839499732504,23.0,0.47647353234679,0.0033060903228988,1.0,0.0044962089187327,,,,,
Vitvi05g02268,,,,,,,,,,,,,,,
Vitvi05g02269,99.0,0.314428209397787,0.0618077618339936,1.0,0.0675388099370813,42.0,-0.314428209397787,0.0618077618339936,1.0,0.0670732758885399,7.0,0.266054638721205,0.116785634586865,1.0,0.120381216548691
Vitvi05g02273,1584.0,-0.750289519408583,1.37448227308175e-07,0.0011662482087098,7.4855469108464e-07,821.0,-0.750289519408583,1.37448227308175e-07,0.0010032346111223693,6.62638448561673e-07,102.0,-0.750289519408583,1.37448227308175e-07,0.0005844298625143,4.85406862553457e-07
Vitvi05g02286,35.0,-0.145117725976146,0.398411871806843,1.0,0.405581851503427,4.0,-0.138942503594182,0.418995609172435,1.0,0.425288409310194,,,,,
Vitvi05g04001,423.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,91.0,-0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,3.0,-0.478898349698169,0.0031284988550884,1.0,0.0039286406177897
Vitvi05g04006,70.0,-0.750289519408583,1.37448227308175e-07,0.0011662482087098,7.4855469108464e-07,25.0,-0.750289519408583,1.37448227308175e-07,0.0010032346111223693,6.62638448561673e-07,,,,,
Vitvi05g04012,15.0,-0.645746403000758,2.10820008752169e-05,0.178880777426215,5.91341412979231e-05,,,,,,,,,,
Vitvi05g04013,118.0,0.402733580912167,0.0148816193651659,1.0,0.0182947754728242,17.0,0.408405884868677,0.013403843734259,1.0,0.016157663982883,,,,,
Vitvi05g04015,232.0,0.556734056756734,0.000421261179223,1.0,0.0008226469748464,58.0,-0.57638349405403,0.0002341102072412,1.0,0.0004482608611369,7.0,0.569833681621598,0.0002859232384247,1.0,0.0004556767652855
Vitvi05g04017,1460.0,-0.449874207292219,0.0059072599660822,1.0,0.0078624471862287,808.0,-0.440199493156902,0.0072159803008479,1.0,0.0091567177009543,98.0,-0.449874207292219,0.0059072599660822,1.0,0.0070535437730361
Vitvi05g04018,29.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,3.0,-0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g04026,,,,,,,,,,,,,,,
Vitvi05g04027,371.0,0.227355782179939,0.182356808244462,1.0,0.190624309221912,122.0,0.227355782179939,0.182356808244462,1.0,0.189442405832099,6.0,0.266054638721205,0.116785634586865,1.0,0.120381216548691
Vitvi05g04029,9.0,-0.431095100694714,0.0086669836500316,1.0,0.0112598527791624,,,,,,,,,,
Vitvi05g04030,2198.0,-0.786652582458707,1.28599367880675e-08,0.0001091165636467,1.13781609642078e-07,1515.0,-0.789910906764749,1.01722926342241e-08,7.424756393720171e-05,8.09004089828473e-08,533.0,-0.783859733053528,1.56720370092413e-08,6.66375013632941e-05,8.67675799001226e-08
Vitvi05g04038,453.0,-0.596032931351327,0.0001251923543293,1.0,0.0002790273513224,112.0,-0.596032931351327,0.0001251923543293,0.9137789942495607,0.0002572575997325,3.0,-0.497785744864844,0.0020068662317457,1.0,0.0028180961748292
Vitvi05g04051,30.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,9.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g04059,7.0,-0.0586646126286547,0.73396322289731,1.0,0.737526995059649,,,,,,,,,,
Vitvi05g04062,137.0,-0.866359712001401,8.69442361037601e-12,7.37721843340405e-08,3.36859289196534e-10,55.0,0.866359712001401,8.69442361037607e-12,6.346059793213494e-08,2.92445151760991e-10,17.0,-0.866359712001401,8.69442361037601e-12,3.69686891913188e-08,2.0768926511977e-10
Vitvi05g04063,8.0,0.602696642800707,0.0001003047163666,0.851085518370742,0.0002287419763107,,,,,,,,,,
Vitvi05g04064,18.0,0.638571442967416,2.77964224488528e-05,0.235852644478516,7.48500934555746e-05,4.0,0.617046562867391,6.11763032283901e-05,0.4465258372640193,0.0001381577466782,,,,,
Vitvi05g04067,46.0,-0.438837432972955,0.0074188176721203,1.0,0.009715799961096,19.0,0.314390996756744,0.0618402634025402,1.0,0.0670786272217478,,,,,
Vitvi05g04079,,,,,,,,,,,,,,,
Vitvi05g04083,44.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,6.0,-0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g04090,16.0,0.545296962533973,0.0005833206676505,1.0,0.0010981752529431,,,,,,,,,,
Vitvi05g04091,45.0,0.635298043129053,3.14603421705442e-05,0.266941003317067,8.40494342937869e-05,10.0,-0.612608827303015,7.14674504849691e-05,0.5216409210897894,0.0001588915385591,,,,,
Vitvi05g04100,14.0,0.295078781127154,0.080615036363119,1.0,0.0870584935141995,,,,,,,,,,
Vitvi05g04108,5.0,-0.322873201500379,0.054773977481723,1.0,0.0602954331775324,,,,,,,,,,
Vitvi05g04110,4.0,-0.552682403185747,0.0004733788896639,1.0,0.0009150518126268,,,,,,,,,,
Vitvi05g04111,13.0,0.545296962533973,0.0005833206676505,1.0,0.0010981752529431,,,,,,,,,,
Vitvi05g04117,144.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,47.0,-0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,5.0,0.478898349698169,0.0031284988550884,1.0,0.0039286406177897
Vitvi05g04122,154.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,68.0,-0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,5.0,0.478898349698169,0.0031284988550884,1.0,0.0039286406177897
Vitvi05g04133,,,,,,,,,,,,,,,
Vitvi05g04136,37.0,-0.35507528696291,0.0335816960093089,1.0,0.0383810197520186,15.0,0.35507528696291,0.0335816960093089,1.0,0.0378728058053068,3.0,0.28714784076131,0.0894976534621487,1.0,0.0932705937551609
Vitvi05g04140,37.0,0.175993837885964,0.304543781136304,1.0,0.311933122035435,3.0,-0.213045172177746,0.212199440941862,1.0,0.219445128851608,,,,,
Vitvi05g04147,24.0,-0.866359712001401,8.69442361037601e-12,7.37721843340405e-08,3.36859289196534e-10,7.0,-0.866359712001401,8.69442361037601e-12,6.34605979321345e-08,2.92445151760991e-10,,,,,
Vitvi05g04153,103.0,-0.480722322233897,0.0030004400973261,1.0,0.0044494322469703,28.0,-0.45202248210053,0.0056461392590183,1.0,0.00737098380461,4.0,-0.45202248210053,0.0056461392590183,1.0,0.0068241569441006
Vitvi05g04156,119.0,0.669834357002478,7.89120547599315e-06,0.0669568784638019,2.60330009579323e-05,48.0,-0.642715557123835,2.37142693864178e-05,0.17309045225146352,6.02472858515363e-05,4.0,0.583054197390821,0.0001901434920416,0.80849012816097,0.0003146864338268
Vitvi05g04157,59.0,-0.561529442963871,0.0003662284116334,1.0,0.0007268884380607,10.0,0.492006750025487,0.0023050121446669,1.0,0.0036871101564593,,,,,
Vitvi05g04171,86.0,-0.805467161824335,3.13002579938549e-09,2.65582689077859e-05,3.22908138829944e-08,32.0,-0.811139465780844,1.9834583702964202e-09,1.447726264479357e-05,1.92516790489276e-08,7.0,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09
Vitvi05g04172,67.0,-0.805467161824335,3.13002579938549e-09,2.65582689077859e-05,3.22908138829944e-08,17.0,-0.811139465780844,1.9834583702964202e-09,1.447726264479357e-05,1.92516790489276e-08,,,,,
Vitvi05g04174,137.0,-0.854914879318082,3.20509816155783e-11,2.71952579008182e-07,8.97566571949658e-10,52.0,0.851382173205197,4.68868177296456e-11,3.422268826086832e-07,1.0155100374144902e-09,4.0,-0.752907990308538,1.1748204941656e-07,0.0004995336741192,4.85406862553457e-07
Vitvi05g04175,,,,,,,,,,,,,,,
Vitvi05g04185,27.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,9.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g04196,23.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,,,,,,,,,,
Vitvi05g04206,13.0,0.665422379235131,9.50988786057398e-06,0.0806913984969702,3.09162446348545e-05,,,,,,,,,,
Vitvi05g04219,34.0,0.260925981999432,0.124276234876396,1.0,0.131843442476397,6.0,0.323321325521036,0.0544193488123388,1.0,0.0594265151079085,,,,,
Vitvi05g04220,41.0,-0.0216132783368728,0.900430524747276,1.0,0.902025147872566,3.0,-0.0957159469204366,0.57868579943145,1.0,0.584127734760082,,,,,
Vitvi05g04232,84.0,-0.83221299125678,3.1553544558139005e-10,2.67731825575809e-06,6.693295639395231e-09,38.0,0.853255560693615,3.8368561105764e-11,2.800521275109714e-07,8.38479423685542e-10,4.0,-0.802093235004056,4.0772352104553805e-09,1.73364041148563e-05,2.63071382623009e-08
Vitvi05g04238,25.0,0.401500636615636,0.0152203400780549,1.0,0.0184465912815734,5.0,0.420850064886269,0.010590608809886,1.0,0.012989556999388,,,,,
Vitvi05g04243,1342.0,-0.751595852101597,1.27126181928121e-07,0.0010786656536601,7.4855469108464e-07,683.0,-0.745986927832182,1.77160876753437e-07,0.0012930972394233366,8.3103935695587e-07,51.0,0.745986927832182,1.77160876753433e-07,0.0007532880479555,6.07490361254526e-07
Vitvi05g04293,140.0,-0.816811769737353,1.23759826433008e-09,1.05010212728408e-05,1.50229202758809e-08,60.0,0.816811769737353,1.23759826433005e-09,9.033229731345036e-06,1.2978778349634e-08,16.0,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09
Vitvi05g04294,126.0,0.36280178007437,0.0296534634974875,1.0,0.0339829332490792,8.0,0.36280178007437,0.0296534634974875,1.0,0.033515117694048,,,,,
Vitvi05g04296,103.0,-0.660508884324796,1.16644458253713e-05,0.0989728228282758,3.73060018199306e-05,38.0,0.624667316958334,4.65806478869314e-05,0.33999214892671226,0.0001097456904217,6.0,0.558104406134905,0.0004048285577914,1.0,0.0006286818947148
Vitvi05g04298,102.0,-0.821699636322878,8.134970342385801e-10,6.90252233551435e-06,1.2782448769471e-08,54.0,0.783733316492778,1.58118731645973e-08,0.00011541086222839569,1.21485118135155e-07,11.0,-0.810852116371421,2.0305699345279902e-09,8.63398336161303e-06,1.4389972269355e-08
Vitvi05g04306,33.0,0.622590593905054,5.02079776036082e-05,0.426014689966615,0.000126338876028,8.0,0.577719199749735,0.0002246401033705,1.0,0.0004342288438827,,,,,
Vitvi05g04307,,,,,,,,,,,,,,,
Vitvi05g04311,33.0,0.611372745366224,7.45995199994652e-05,0.632976927195462,0.0001797719191125,12.0,0.611372745366224,7.45995199994652e-05,0.5445018964760965,0.0001654015481397,4.0,0.516021032786171,0.001275555541568,1.0,0.0018273794348879
Vitvi05g04312,186.0,-0.816811769737353,1.23759826433008e-09,1.05010212728408e-05,1.50229202758809e-08,116.0,-0.816811769737353,1.23759826433008e-09,9.033229731345255e-06,1.2978778349634e-08,18.0,-0.816811769737353,1.23759826433008e-09,5.26226781993152e-06,9.4305874909167e-09
Vitvi05g04314,30.0,0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,9.0,0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,,,,,
Vitvi05g04335,49.0,-0.614434627005383,6.70579321707088e-05,0.568986554468464,0.0001621968513308,7.0,0.74411429702662,1.97545236237612e-07,0.00144188267929833,9.01740262225348e-07,,,,,
Vitvi05g04337,3.0,-0.628781993513488,4.00851400439236e-05,0.340122413272692,0.0001036326670544,,,,,,,,,,
Vitvi05g04344,9.0,0.469223635562852,0.0038903602022962,1.0,0.0054220936787917,5.0,0.459548921427535,0.0048081493857987,1.0,0.0063245057428266,,,,,
Vitvi05g04355,,,,,,,,,,,,,,,
Vitvi05g04356,9.0,0.172856847939241,0.313380838914191,1.0,0.320868398477967,,,,,,,,,,
Vitvi05g04358,4.0,-0.358748001667088,0.0316645308614795,1.0,0.0362142531823229,,,,,,,,,,
Vitvi05g04362,675.0,-0.382151208345003,0.0214447164072558,1.0,0.025139322839951,155.0,-0.401500636615636,0.0152203400780548,1.0,0.0181022099119639,,,,,
Vitvi05g04379,99.0,-0.512545317706349,0.0013933345243158,1.0,0.0024522803233395,31.0,-0.469155237900521,0.0038962731710933,1.0,0.0052181463992313,,,,,
Vitvi05g04380,,,,,,,,,,,,,,,
Vitvi05g04382,116.0,0.639135516533238,2.72056700272493e-05,0.23084011018121,7.47781374088797e-05,50.0,-0.620609849387347,5.39036718218734e-05,0.393442900627854,0.0001234137078506,6.0,0.670011628443056,7.8317607041287e-06,0.0333006465139552,1.79132041495187e-05
Vitvi05g04383,16.0,0.816811769737353,1.23759826433005e-09,1.05010212728405e-05,1.50229202758809e-08,,,,,,,,,,
Vitvi05g04385,177.0,-0.478898349698169,0.0031284988550884,1.0,0.0044494322469703,94.0,-0.478898349698169,0.0031284988550884,1.0,0.0042658160178013,24.0,-0.478898349698169,0.0031284988550884,1.0,0.0039286406177897
Vitvi05g04399,7.0,0.459548921427535,0.0048081493857987,1.0,0.0065738233223496,,,,,,,,,,
